"id","id_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentario"
"1042","192.168.1.6","2","Instagram Bio","img_zoom","2025-11-12 21:36:36","Interaccion interfaz"
"1043","192.168.1.43","1","Facebook","Home_Page","2025-11-12 22:12:00","Inicio de sesion"
"1044","192.168.1.43","3","Facebook","vista_Jean_Slim_Negro","2025-11-12 22:12:44","Navegando catalogo"
"1045","192.168.1.43","2","Facebook","link_menu_hombres","2025-11-12 22:12:46","Interaccion interfaz"
"1046","192.168.1.43","3","Facebook","vista_Zapatillas_Urban","2025-11-12 22:13:29","Navegando catalogo"
"1047","192.168.1.43","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-12 22:13:36","Navegando catalogo"
"1048","192.168.1.43","3","Facebook","vista_Zapatillas_Urban","2025-11-12 22:13:55","Navegando catalogo"
"1049","192.168.1.43","5","Facebook","btn_cancelar_checkout","2025-11-12 22:14:18","Abandono en pago"
"1050","192.168.1.17","1","Instagram Bio","Home_Page","2025-11-13 00:29:00","Inicio de sesion"
"1051","192.168.1.17","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 00:29:34","Navegando catalogo"
"1052","192.168.1.17","2","Instagram Bio","btn_ver_tallas","2025-11-13 00:29:36","Interaccion interfaz"
"1053","192.168.1.17","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-13 00:30:06","Navegando catalogo"
"1054","192.168.1.17","2","Instagram Bio","btn_ver_tallas","2025-11-13 00:30:08","Interaccion interfaz"
"1055","192.168.1.17","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-13 00:30:24","Navegando catalogo"
"1056","192.168.1.17","2","Instagram Bio","btn_ver_tallas","2025-11-13 00:30:26","Interaccion interfaz"
"1057","192.168.1.17","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 00:30:43","Navegando catalogo"
"1058","192.168.1.17","2","Instagram Bio","link_menu_hombres","2025-11-13 00:30:45","Interaccion interfaz"
"1059","192.168.1.17","5","Instagram Bio","btn_cancelar_checkout","2025-11-13 00:31:07","Abandono en pago"
"1060","192.168.1.25","1","Instagram Bio","Home_Page","2025-11-13 01:57:00","Inicio de sesion"
"1061","192.168.1.25","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-13 01:57:21","Navegando catalogo"
"1062","192.168.1.25","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 01:57:28","Navegando catalogo"
"1063","192.168.1.25","2","Instagram Bio","btn_agregar_carrito","2025-11-13 01:57:30","Interaccion interfaz"
"1064","192.168.1.25","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 01:58:12","Navegando catalogo"
"1065","192.168.1.25","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-13 01:58:57","Navegando catalogo"
"1066","192.168.1.25","5","Instagram Bio","btn_cancelar_checkout","2025-11-13 01:59:44","Abandono en pago"
"1067","192.168.1.10","1","Instagram Bio","Home_Page","2025-11-13 03:56:00","Inicio de sesion"
"1068","192.168.1.10","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 03:56:11","Navegando catalogo"
"1069","192.168.1.10","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 03:56:38","Navegando catalogo"
"1070","192.168.1.37","1","Facebook","Home_Page","2025-11-13 05:17:00","Inicio de sesion"
"1071","192.168.1.37","3","Facebook","vista_Zapatillas_Urban","2025-11-13 05:17:44","Navegando catalogo"
"1072","192.168.1.37","3","Facebook","vista_Vestido_Verano_Floral","2025-11-13 05:18:24","Navegando catalogo"
"1073","192.168.1.37","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-13 05:18:29","Navegando catalogo"
"1074","192.168.1.37","3","Facebook","vista_Vestido_Verano_Floral","2025-11-13 05:18:54","Navegando catalogo"
"1075","192.168.1.37","2","Facebook","btn_agregar_carrito","2025-11-13 05:18:56","Interaccion interfaz"
"1076","192.168.1.37","5","Facebook","btn_cancelar_checkout","2025-11-13 05:19:42","Abandono en pago"
"1077","192.168.1.21","1","Newsletter","Home_Page","2025-11-13 06:39:00","Inicio de sesion"
"1078","192.168.1.21","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-13 06:39:44","Navegando catalogo"
"1079","192.168.1.24","1","Facebook","Home_Page","2025-11-13 09:05:00","Inicio de sesion"
"1080","192.168.1.24","3","Facebook","vista_Chaqueta_Cuero","2025-11-13 09:05:11","Navegando catalogo"
"1081","192.168.1.24","3","Facebook","vista_Zapatillas_Urban","2025-11-13 09:05:28","Navegando catalogo"
"1082","192.168.1.15","1","Instagram Bio","Home_Page","2025-11-13 09:22:00","Inicio de sesion"
"1083","192.168.1.15","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 09:22:37","Navegando catalogo"
"1084","192.168.1.47","1","Instagram Bio","Home_Page","2025-11-13 12:15:00","Inicio de sesion"
"1085","192.168.1.47","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 12:15:37","Navegando catalogo"
"1086","192.168.1.47","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 12:15:51","Navegando catalogo"
"1087","192.168.1.47","2","Instagram Bio","img_zoom","2025-11-13 12:15:53","Interaccion interfaz"
"1088","192.168.1.47","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 12:16:30","Navegando catalogo"
"1089","192.168.1.47","2","Instagram Bio","img_zoom","2025-11-13 12:16:32","Interaccion interfaz"
"1090","192.168.1.47","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-13 12:17:16","Navegando catalogo"
"1091","192.168.1.47","2","Instagram Bio","btn_ver_tallas","2025-11-13 12:17:18","Interaccion interfaz"
"1092","192.168.1.47","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 12:17:41","Navegando catalogo"
"1093","192.168.1.47","2","Instagram Bio","link_menu_hombres","2025-11-13 12:17:43","Interaccion interfaz"
"1094","192.168.1.47","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-13 12:18:06","Venta Exitosa"
"1095","192.168.1.42","1","Instagram Bio","Home_Page","2025-11-13 13:20:00","Inicio de sesion"
"1096","192.168.1.42","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 13:20:41","Navegando catalogo"
"1097","192.168.1.42","2","Instagram Bio","btn_ver_tallas","2025-11-13 13:20:43","Interaccion interfaz"
"1098","192.168.1.42","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 13:21:05","Navegando catalogo"
"1099","192.168.1.42","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-13 13:21:50","Navegando catalogo"
"1100","192.168.1.31","1","Google Ads","Home_Page","2025-11-13 14:52:00","Inicio de sesion"
"1101","192.168.1.31","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 14:52:37","Navegando catalogo"
"1102","192.168.1.31","2","Google Ads","link_menu_hombres","2025-11-13 14:52:39","Interaccion interfaz"
"1103","192.168.1.40","1","Newsletter","Home_Page","2025-11-13 17:52:00","Inicio de sesion"
"1104","192.168.1.40","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 17:52:25","Navegando catalogo"
"1105","192.168.1.40","2","Newsletter","btn_ver_tallas","2025-11-13 17:52:27","Interaccion interfaz"
"1106","192.168.1.40","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 17:52:48","Navegando catalogo"
"1107","192.168.1.40","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 17:53:13","Navegando catalogo"
"1108","192.168.1.40","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 17:53:31","Navegando catalogo"
"1109","192.168.1.40","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 17:53:41","Navegando catalogo"
"1110","192.168.1.40","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-13 17:54:31","Venta Exitosa"
"1111","192.168.1.8","1","Directo","Home_Page","2025-11-13 20:26:00","Inicio de sesion"
"1112","192.168.1.8","3","Directo","vista_Jean_Slim_Negro","2025-11-13 20:26:14","Navegando catalogo"
"1113","192.168.1.8","3","Directo","vista_Chaqueta_Cuero","2025-11-13 20:26:21","Navegando catalogo"
"1114","192.168.1.8","2","Directo","link_menu_hombres","2025-11-13 20:26:23","Interaccion interfaz"
"1115","192.168.1.8","3","Directo","vista_Camisa_Lino_Blanca","2025-11-13 20:26:48","Navegando catalogo"
"1116","192.168.1.8","2","Directo","link_menu_hombres","2025-11-13 20:26:50","Interaccion interfaz"
"1117","192.168.1.8","3","Directo","vista_Vestido_Verano_Floral","2025-11-13 20:27:30","Navegando catalogo"
"1118","192.168.1.8","2","Directo","link_menu_hombres","2025-11-13 20:27:32","Interaccion interfaz"
"1119","192.168.1.8","5","Directo","btn_cancelar_checkout","2025-11-13 20:27:51","Abandono en pago"
"1120","192.168.1.39","1","Google Ads","Home_Page","2025-11-13 22:44:00","Inicio de sesion"
"1121","192.168.1.39","3","Google Ads","vista_Chaqueta_Cuero","2025-11-13 22:44:32","Navegando catalogo"
"1122","192.168.1.39","2","Google Ads","btn_ver_tallas","2025-11-13 22:44:34","Interaccion interfaz"
"1123","192.168.1.39","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-13 22:44:45","Navegando catalogo"
"1124","192.168.1.39","2","Google Ads","btn_agregar_carrito","2025-11-13 22:44:47","Interaccion interfaz"
"1125","192.168.1.39","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-13 22:44:52","Navegando catalogo"
"1126","192.168.1.42","1","Google Ads","Home_Page","2025-11-14 00:22:00","Inicio de sesion"
"1127","192.168.1.42","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-14 00:22:06","Navegando catalogo"
"1128","192.168.1.42","2","Google Ads","img_zoom","2025-11-14 00:22:08","Interaccion interfaz"
"1129","192.168.1.42","3","Google Ads","vista_Jean_Slim_Negro","2025-11-14 00:22:32","Navegando catalogo"
"1130","192.168.1.42","2","Google Ads","btn_agregar_carrito","2025-11-14 00:22:34","Interaccion interfaz"
"1131","192.168.1.50","1","Google Ads","Home_Page","2025-11-14 02:21:00","Inicio de sesion"
"1132","192.168.1.50","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-14 02:21:12","Navegando catalogo"
"1133","192.168.1.50","3","Google Ads","vista_Jean_Slim_Negro","2025-11-14 02:21:56","Navegando catalogo"
"1134","192.168.1.50","3","Google Ads","vista_Chaqueta_Cuero","2025-11-14 02:22:41","Navegando catalogo"
"1135","192.168.1.50","2","Google Ads","btn_agregar_carrito","2025-11-14 02:22:43","Interaccion interfaz"
"1136","192.168.1.50","3","Google Ads","vista_Zapatillas_Urban","2025-11-14 02:23:27","Navegando catalogo"
"1137","192.168.1.50","2","Google Ads","img_zoom","2025-11-14 02:23:29","Interaccion interfaz"
"1138","192.168.1.50","5","Google Ads","btn_cancelar_checkout","2025-11-14 02:23:59","Abandono en pago"
"1139","192.168.1.14","1","Newsletter","Home_Page","2025-11-14 03:44:00","Inicio de sesion"
"1140","192.168.1.14","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 03:44:11","Navegando catalogo"
"1141","192.168.1.14","2","Newsletter","btn_agregar_carrito","2025-11-14 03:44:13","Interaccion interfaz"
"1142","192.168.1.14","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 03:44:53","Navegando catalogo"
"1143","192.168.1.14","2","Newsletter","btn_agregar_carrito","2025-11-14 03:44:55","Interaccion interfaz"
"1144","192.168.1.14","3","Newsletter","vista_Zapatillas_Urban","2025-11-14 03:45:38","Navegando catalogo"
"1145","192.168.1.14","2","Newsletter","btn_agregar_carrito","2025-11-14 03:45:40","Interaccion interfaz"
"1146","192.168.1.26","1","Directo","Home_Page","2025-11-14 05:36:00","Inicio de sesion"
"1147","192.168.1.26","3","Directo","vista_Zapatillas_Urban","2025-11-14 05:36:39","Navegando catalogo"
"1148","192.168.1.26","2","Directo","btn_agregar_carrito","2025-11-14 05:36:41","Interaccion interfaz"
"1149","192.168.1.26","3","Directo","vista_Zapatillas_Urban","2025-11-14 05:36:50","Navegando catalogo"
"1150","192.168.1.26","3","Directo","vista_Vestido_Verano_Floral","2025-11-14 05:37:32","Navegando catalogo"
"1151","192.168.1.26","3","Directo","vista_Jean_Slim_Negro","2025-11-14 05:37:44","Navegando catalogo"
"1152","192.168.1.26","3","Directo","vista_Zapatillas_Urban","2025-11-14 05:38:28","Navegando catalogo"
"1153","192.168.1.26","4","Directo","btn_finalizar_pago_exitoso","2025-11-14 05:38:58","Venta Exitosa"
"1154","192.168.1.7","1","Newsletter","Home_Page","2025-11-14 07:44:00","Inicio de sesion"
"1155","192.168.1.7","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 07:44:14","Navegando catalogo"
"1156","192.168.1.7","2","Newsletter","btn_ver_tallas","2025-11-14 07:44:16","Interaccion interfaz"
"1157","192.168.1.7","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 07:44:45","Navegando catalogo"
"1158","192.168.1.7","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 07:45:22","Navegando catalogo"
"1159","192.168.1.7","2","Newsletter","link_menu_hombres","2025-11-14 07:45:24","Interaccion interfaz"
"1160","192.168.1.14","1","Facebook","Home_Page","2025-11-14 08:57:00","Inicio de sesion"
"1161","192.168.1.14","3","Facebook","vista_Vestido_Verano_Floral","2025-11-14 08:57:06","Navegando catalogo"
"1162","192.168.1.14","3","Facebook","vista_Jean_Slim_Negro","2025-11-14 08:57:22","Navegando catalogo"
"1163","192.168.1.14","2","Facebook","link_menu_hombres","2025-11-14 08:57:24","Interaccion interfaz"
"1164","192.168.1.14","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-14 08:58:00","Navegando catalogo"
"1165","192.168.1.14","2","Facebook","btn_agregar_carrito","2025-11-14 08:58:02","Interaccion interfaz"
"1166","192.168.1.12","1","Directo","Home_Page","2025-11-14 09:29:00","Inicio de sesion"
"1167","192.168.1.12","3","Directo","vista_Camisa_Lino_Blanca","2025-11-14 09:29:06","Navegando catalogo"
"1168","192.168.1.12","3","Directo","vista_Vestido_Verano_Floral","2025-11-14 09:29:47","Navegando catalogo"
"1169","192.168.1.12","2","Directo","btn_agregar_carrito","2025-11-14 09:29:49","Interaccion interfaz"
"1170","192.168.1.12","3","Directo","vista_Chaqueta_Cuero","2025-11-14 09:29:58","Navegando catalogo"
"1171","192.168.1.12","2","Directo","link_menu_hombres","2025-11-14 09:30:00","Interaccion interfaz"
"1172","192.168.1.12","3","Directo","vista_Camisa_Lino_Blanca","2025-11-14 09:30:44","Navegando catalogo"
"1173","192.168.1.12","2","Directo","img_zoom","2025-11-14 09:30:46","Interaccion interfaz"
"1174","192.168.1.12","5","Directo","btn_cancelar_checkout","2025-11-14 09:31:42","Abandono en pago"
"1175","192.168.1.49","1","Newsletter","Home_Page","2025-11-14 10:15:00","Inicio de sesion"
"1176","192.168.1.49","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 10:15:34","Navegando catalogo"
"1177","192.168.1.49","2","Newsletter","img_zoom","2025-11-14 10:15:36","Interaccion interfaz"
"1178","192.168.1.49","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 10:16:10","Navegando catalogo"
"1179","192.168.1.49","2","Newsletter","btn_agregar_carrito","2025-11-14 10:16:12","Interaccion interfaz"
"1180","192.168.1.49","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 10:16:31","Navegando catalogo"
"1181","192.168.1.49","2","Newsletter","img_zoom","2025-11-14 10:16:33","Interaccion interfaz"
"1182","192.168.1.49","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 10:17:01","Navegando catalogo"
"1183","192.168.1.49","2","Newsletter","link_menu_hombres","2025-11-14 10:17:03","Interaccion interfaz"
"1184","192.168.1.49","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 10:17:12","Navegando catalogo"
"1185","192.168.1.49","2","Newsletter","img_zoom","2025-11-14 10:17:14","Interaccion interfaz"
"1186","192.168.1.49","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-14 10:18:09","Venta Exitosa"
"1187","192.168.1.43","1","Newsletter","Home_Page","2025-11-14 12:04:00","Inicio de sesion"
"1188","192.168.1.43","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 12:04:32","Navegando catalogo"
"1189","192.168.1.43","2","Newsletter","btn_ver_tallas","2025-11-14 12:04:34","Interaccion interfaz"
"1190","192.168.1.42","1","Facebook","Home_Page","2025-11-14 12:24:00","Inicio de sesion"
"1191","192.168.1.42","3","Facebook","vista_Vestido_Verano_Floral","2025-11-14 12:24:33","Navegando catalogo"
"1192","192.168.1.42","2","Facebook","btn_agregar_carrito","2025-11-14 12:24:35","Interaccion interfaz"
"1193","192.168.1.50","1","Instagram Bio","Home_Page","2025-11-14 14:49:00","Inicio de sesion"
"1194","192.168.1.50","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 14:49:08","Navegando catalogo"
"1195","192.168.1.50","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 14:49:31","Navegando catalogo"
"1196","192.168.1.50","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 14:49:45","Navegando catalogo"
"1197","192.168.1.50","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-14 14:50:13","Navegando catalogo"
"1198","192.168.1.50","2","Instagram Bio","img_zoom","2025-11-14 14:50:15","Interaccion interfaz"
"1199","192.168.1.50","5","Instagram Bio","btn_cancelar_checkout","2025-11-14 14:50:35","Abandono en pago"
"1200","192.168.1.29","1","Newsletter","Home_Page","2025-11-14 15:47:00","Inicio de sesion"
"1201","192.168.1.29","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 15:47:16","Navegando catalogo"
"1202","192.168.1.29","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 15:47:50","Navegando catalogo"
"1203","192.168.1.29","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 15:48:30","Navegando catalogo"
"1204","192.168.1.29","2","Newsletter","btn_ver_tallas","2025-11-14 15:48:32","Interaccion interfaz"
"1205","192.168.1.29","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 15:49:03","Navegando catalogo"
"1206","192.168.1.29","2","Newsletter","link_menu_hombres","2025-11-14 15:49:05","Interaccion interfaz"
"1207","192.168.1.29","3","Newsletter","vista_Zapatillas_Urban","2025-11-14 15:49:25","Navegando catalogo"
"1208","192.168.1.29","2","Newsletter","img_zoom","2025-11-14 15:49:27","Interaccion interfaz"
"1209","192.168.1.29","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-14 15:50:08","Venta Exitosa"
"1210","192.168.1.44","1","Instagram Bio","Home_Page","2025-11-14 17:15:00","Inicio de sesion"
"1211","192.168.1.44","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-14 17:15:15","Navegando catalogo"
"1212","192.168.1.44","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 17:15:51","Navegando catalogo"
"1213","192.168.1.24","1","Instagram Bio","Home_Page","2025-11-14 18:11:00","Inicio de sesion"
"1214","192.168.1.24","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 18:11:45","Navegando catalogo"
"1215","192.168.1.24","2","Instagram Bio","btn_agregar_carrito","2025-11-14 18:11:47","Interaccion interfaz"
"1216","192.168.1.24","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 18:11:55","Navegando catalogo"
"1217","192.168.1.24","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 18:12:21","Navegando catalogo"
"1218","192.168.1.24","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-14 18:12:54","Navegando catalogo"
"1219","192.168.1.24","2","Instagram Bio","btn_ver_tallas","2025-11-14 18:12:56","Interaccion interfaz"
"1220","192.168.1.24","5","Instagram Bio","btn_cancelar_checkout","2025-11-14 18:13:51","Abandono en pago"
"1221","192.168.1.7","1","Instagram Bio","Home_Page","2025-11-14 19:41:00","Inicio de sesion"
"1222","192.168.1.7","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 19:41:11","Navegando catalogo"
"1223","192.168.1.7","2","Instagram Bio","btn_ver_tallas","2025-11-14 19:41:13","Interaccion interfaz"
"1224","192.168.1.7","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 19:41:42","Navegando catalogo"
"1225","192.168.1.7","2","Instagram Bio","link_menu_hombres","2025-11-14 19:41:44","Interaccion interfaz"
"1226","192.168.1.7","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-14 19:42:12","Navegando catalogo"
"1227","192.168.1.7","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 19:42:52","Navegando catalogo"
"1228","192.168.1.7","2","Instagram Bio","link_menu_hombres","2025-11-14 19:42:54","Interaccion interfaz"
"1229","192.168.1.7","5","Instagram Bio","btn_cancelar_checkout","2025-11-14 19:43:50","Abandono en pago"
"1230","192.168.1.23","1","Instagram Bio","Home_Page","2025-11-14 21:53:00","Inicio de sesion"
"1231","192.168.1.23","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 21:53:26","Navegando catalogo"
"1232","192.168.1.23","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 21:53:43","Navegando catalogo"
"1233","192.168.1.23","2","Instagram Bio","img_zoom","2025-11-14 21:53:45","Interaccion interfaz"
"1234","192.168.1.23","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 21:54:25","Navegando catalogo"
"1235","192.168.1.23","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 21:55:00","Navegando catalogo"
"1236","192.168.1.23","2","Instagram Bio","img_zoom","2025-11-14 21:55:02","Interaccion interfaz"
"1237","192.168.1.23","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 21:55:12","Navegando catalogo"
"1238","192.168.1.23","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-14 21:55:34","Venta Exitosa"
"1239","192.168.1.41","1","Directo","Home_Page","2025-11-14 22:21:00","Inicio de sesion"
"1240","192.168.1.41","3","Directo","vista_Zapatillas_Urban","2025-11-14 22:21:23","Navegando catalogo"
"1241","192.168.1.41","3","Directo","vista_Vestido_Verano_Floral","2025-11-14 22:21:33","Navegando catalogo"
"1242","192.168.1.41","2","Directo","link_menu_hombres","2025-11-14 22:21:35","Interaccion interfaz"
"1243","192.168.1.34","1","Directo","Home_Page","2025-11-14 23:31:00","Inicio de sesion"
"1244","192.168.1.34","3","Directo","vista_Zapatillas_Urban","2025-11-14 23:31:10","Navegando catalogo"
"1245","192.168.1.34","3","Directo","vista_Jean_Slim_Negro","2025-11-14 23:31:54","Navegando catalogo"
"1246","192.168.1.34","2","Directo","img_zoom","2025-11-14 23:31:56","Interaccion interfaz"
"1247","192.168.1.28","1","Instagram Bio","Home_Page","2025-11-15 01:34:00","Inicio de sesion"
"1248","192.168.1.28","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-15 01:34:09","Navegando catalogo"
"1249","192.168.1.28","2","Instagram Bio","link_menu_hombres","2025-11-15 01:34:11","Interaccion interfaz"
"1250","192.168.1.28","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-15 01:34:31","Navegando catalogo"
"1251","192.168.1.28","2","Instagram Bio","img_zoom","2025-11-15 01:34:33","Interaccion interfaz"
"1252","192.168.1.29","1","Instagram Bio","Home_Page","2025-11-15 03:09:00","Inicio de sesion"
"1253","192.168.1.29","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-15 03:09:13","Navegando catalogo"
"1254","192.168.1.29","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-15 03:09:52","Navegando catalogo"
"1255","192.168.1.29","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-15 03:10:23","Navegando catalogo"
"1256","192.168.1.29","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-15 03:10:39","Navegando catalogo"
"1257","192.168.1.29","2","Instagram Bio","link_menu_hombres","2025-11-15 03:10:41","Interaccion interfaz"
"1258","192.168.1.29","5","Instagram Bio","btn_cancelar_checkout","2025-11-15 03:11:14","Abandono en pago"
"1259","192.168.1.45","1","Facebook","Home_Page","2025-11-15 05:18:00","Inicio de sesion"
"1260","192.168.1.45","3","Facebook","vista_Vestido_Verano_Floral","2025-11-15 05:18:37","Navegando catalogo"
"1261","192.168.1.45","2","Facebook","btn_agregar_carrito","2025-11-15 05:18:39","Interaccion interfaz"
"1262","192.168.1.45","3","Facebook","vista_Zapatillas_Urban","2025-11-15 05:18:56","Navegando catalogo"
"1263","192.168.1.45","3","Facebook","vista_Zapatillas_Urban","2025-11-15 05:19:03","Navegando catalogo"
"1264","192.168.1.45","2","Facebook","btn_ver_tallas","2025-11-15 05:19:05","Interaccion interfaz"
"1265","192.168.1.45","3","Facebook","vista_Zapatillas_Urban","2025-11-15 05:19:37","Navegando catalogo"
"1266","192.168.1.45","2","Facebook","btn_ver_tallas","2025-11-15 05:19:39","Interaccion interfaz"
"1267","192.168.1.45","3","Facebook","vista_Chaqueta_Cuero","2025-11-15 05:20:08","Navegando catalogo"
"1268","192.168.1.45","4","Facebook","btn_finalizar_pago_exitoso","2025-11-15 05:20:48","Venta Exitosa"
"1269","192.168.1.44","1","Instagram Bio","Home_Page","2025-11-15 07:47:00","Inicio de sesion"
"1270","192.168.1.44","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-15 07:47:20","Navegando catalogo"
"1271","192.168.1.44","2","Instagram Bio","img_zoom","2025-11-15 07:47:22","Interaccion interfaz"
"1272","192.168.1.44","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-15 07:47:27","Navegando catalogo"
"1273","192.168.1.44","2","Instagram Bio","link_menu_hombres","2025-11-15 07:47:29","Interaccion interfaz"
"1274","192.168.1.44","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-15 07:47:47","Navegando catalogo"
"1275","192.168.1.44","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-15 07:48:15","Navegando catalogo"
"1276","192.168.1.44","5","Instagram Bio","btn_cancelar_checkout","2025-11-15 07:48:57","Abandono en pago"
"1277","192.168.1.26","1","Instagram Bio","Home_Page","2025-11-15 08:48:00","Inicio de sesion"
"1278","192.168.1.26","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-15 08:48:07","Navegando catalogo"
"1279","192.168.1.26","2","Instagram Bio","img_zoom","2025-11-15 08:48:09","Interaccion interfaz"
"1280","192.168.1.26","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-15 08:48:25","Navegando catalogo"
"1281","192.168.1.26","2","Instagram Bio","img_zoom","2025-11-15 08:48:27","Interaccion interfaz"
"1282","192.168.1.26","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-15 08:49:11","Navegando catalogo"
"1283","192.168.1.26","2","Instagram Bio","img_zoom","2025-11-15 08:49:13","Interaccion interfaz"
"1284","192.168.1.26","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-15 08:49:53","Navegando catalogo"
"1285","192.168.1.26","2","Instagram Bio","img_zoom","2025-11-15 08:49:55","Interaccion interfaz"
"1286","192.168.1.26","5","Instagram Bio","btn_cancelar_checkout","2025-11-15 08:50:09","Abandono en pago"
"1287","192.168.1.21","1","Newsletter","Home_Page","2025-11-15 10:08:00","Inicio de sesion"
"1288","192.168.1.21","3","Newsletter","vista_Zapatillas_Urban","2025-11-15 10:08:33","Navegando catalogo"
"1289","192.168.1.21","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-15 10:08:43","Navegando catalogo"
"1290","192.168.1.21","2","Newsletter","img_zoom","2025-11-15 10:08:45","Interaccion interfaz"
"1291","192.168.1.21","3","Newsletter","vista_Chaqueta_Cuero","2025-11-15 10:09:27","Navegando catalogo"
